id,pesq,stoi,si_sdr,seg_snr,dnsmos_ovrl,dnsmos_sig,dnsmos_bak,dnsmos_p808
p232_017,2.769397258758545,0.9904544038602708,6.439305146373057,1.0851477445566853,3.1402399498220603,3.5046175699556006,3.917321013582134,3.3106713
p232_019,2.1929454803466797,0.9794908808261154,2.058504604163968,-0.5920730218359754,3.1642519539349547,3.6723584004540055,3.678054523614811,3.449443
p232_020,2.89538836479187,0.9616934960523073,16.235931493979592,8.543630972749387,3.2302133852623927,3.7344850970285153,3.6338854195720423,3.775362
p232_021,2.594923973083496,0.9763533910293481,11.914874776197685,8.201807007906783,2.9289292994137375,3.6276362771490605,3.2410436854136386,3.8204143
p232_022,1.6458637714385986,0.9699544589532614,6.991280455427683,3.34989226468453,2.9718509366840924,3.6507972422980997,3.3221330680872803,3.3093114
p232_023,1.3079490661621094,0.9372925889351893,1.9891584291608848,-1.5002861111024184,2.6057479458666593,3.6138013265045474,2.6851580027538104,2.9602919
p232_024,3.806687831878662,0.9973482840632001,16.805190272891434,12.269053179060407,3.2725828009360445,3.6256444436188593,3.869496686413579,3.9538476
p232_025,2.9252829551696777,0.9738567756663269,10.637452944499552,2.0014711095224955,3.1221477407427582,3.6108174900452155,3.70612167619394,3.5368416
p232_027,2.9054641723632812,0.986727886775869,6.7078848713564145,2.359757270360673,3.1772809629826817,3.668444218955642,3.670461152928162,3.7388775
p232_028,1.4473505020141602,0.8044781713608253,0.20152965007547946,-4.6921585930222705,2.496617675871143,3.3559997981714176,2.807448312722966,3.079155
p232_029,1.7716259956359863,0.9735269968200674,16.519566170047284,6.904926072386964,2.9288147957874373,3.712230696376907,3.231783528252783,3.352039
p232_030,1.9671976566314697,0.9901391045011244,11.717560115270018,6.616619064331848,2.835045995634548,3.6179939477391265,3.136577616105086,3.5306957
p232_031,1.551554560661316,0.7948692297306054,5.559445351037309,-1.2343650276931344,2.826706333542996,3.611716670413138,3.162553156333298,3.0447376
p232_032,1.111345648765564,0.770426485694195,1.5437070320272304,-1.7482301898658603,1.2213133707714858,1.5164782654570654,1.2217387064808893,2.3770115
p232_033,2.4657981395721436,0.8460836610721356,14.964341420103352,3.133888020540885,2.726786605885504,3.485890345086319,3.1034125893096687,3.1459825
p232_034,1.435619831085205,0.8626568149716493,10.070886034923735,1.3763183779795316,2.6117431950833696,3.5313860436266014,2.93788624347606,2.8422978
p232_035,1.537355899810791,0.9698904881318626,6.634497689340431,1.7595174215980733,2.6637052838083406,3.6704084367779832,2.7446974877082204,2.7620795
p232_036,1.150471806526184,0.8185382758489206,1.5782228402359457,-2.702104178284786,1.4855845656263842,2.2053437318653915,1.6176798899797786,2.6411278
p232_037,3.665799379348755,0.9991385693349898,16.56488810946991,10.562220768178964,3.3452188485698353,3.5983118873088746,4.103276441272846,3.759826
p232_038,2.8441503047943115,0.9467690770893585,10.949016526174393,2.4750091355860153,3.08711278152954,3.491773434388185,3.8389319095572794,3.6127298
p232_039,2.1381783485412598,0.769749061647523,4.430038247133007,-4.1959351431846255,2.7020196629659523,3.2668822551981145,3.5438719262606413,3.0474355
p232_040,2.491199016571045,0.9909116419604849,0.47897676632922137,-2.8634208693205223,3.0332902643996484,3.5421775267518956,3.610054549002649,3.0459278
p232_041,2.2647340297698975,0.9037568058338994,15.822781425596775,5.366911590776634,2.771171213644196,3.6555647884390585,2.9409217340039517,3.0785766
p232_042,2.945708751678467,0.9974871805049701,11.23225915160166,4.757615148077969,3.3062693022772383,3.6953692669730267,3.9337923161836557,3.9036143
p232_043,1.606335997581482,0.852438662416645,5.87645609586694,-1.8464491949129105,2.6744414668383043,3.6889525784047303,2.782525554647991,2.8123538
p232_044,1.1207540035247803,0.7904524158358459,-0.2698300832023183,-4.362919296201041,2.136642011004268,3.30697954607275,2.120367547160251,2.4473443
p232_045,3.767399549484253,0.9632786881403732,14.375428959307957,3.1370232371192173,3.0250158137779253,3.3376323990797263,3.9720601663992827,3.2935967
p232_046,2.035555124282837,0.8253086005603067,9.898997750933153,-0.5498010925656184,2.756822549768583,3.4997677522907367,3.2348839657692343,2.5231175
p232_047,2.302231550216675,0.9502140998397833,5.737319111126937,-2.235281218868358,2.8020186637019884,3.481126667871518,3.295919924420651,2.846174
p232_048,1.8620020151138306,0.7008785382671014,-0.654782732001026,-5.172661369147475,2.4267063244346563,3.498301224716381,2.537813903248234,3.0603158
p232_049,2.708014726638794,0.9964933801744971,16.44475839363384,10.679960862168828,3.2038244762983483,3.685853979536898,3.6245079081607434,3.671799
p232_050,1.6583999395370483,0.9105185132629335,10.476490584582077,0.9296686411495303,2.6755937993314607,3.512836899428436,3.0200004728898446,2.853083
p232_051,1.4087392091751099,0.8737392800877827,5.157274627456366,-3.5176396664579324,2.1772643728057184,3.3079654672977945,2.169654161203691,2.5919127
p232_052,1.154207706451416,0.7322421057747386,1.2295845045086389,-3.197187334628703,1.100366067268372,1.230967746749787,1.1594967939564431,2.3422601
p232_053,2.4088387489318848,0.9620233602907023,15.452522201574663,5.7756697828017876,3.020689941690078,3.566759551691852,3.5644673209257007,3.3562324
p232_054,2.0238964557647705,0.9767336302703045,11.708376050104018,4.7542906252581885,2.8278233195462454,3.632217653827457,3.198678331061665,3.2542255
p232_055,1.8343225717544556,0.8750683890427627,5.29884647053496,-1.882672429272395,2.6665792266125385,3.493488391201719,2.9409529193254875,3.0623238
p232_056,1.269139289855957,0.8111921395835369,0.5089010965684333,-4.160721780192823,1.09696627655187,1.2331239292088374,1.1868912509437237,2.424977
p232_057,3.0291121006011963,0.9779937582667495,16.080519332307123,7.303675346002423,3.0817631480975938,3.36428742318759,4.04692905321586,3.5766685
p232_058,3.3522140979766846,0.9714973505220461,11.728907174371248,7.779969229813312,3.1577928190163562,3.543819845156633,3.8502672954801267,3.9999912
p232_059,2.260479688644409,0.797209786563642,4.711442407785201,-3.074812863662084,3.008304163633152,3.402979181656537,3.9052471720439446,2.9753408
p232_060,2.2171883583068848,0.8467938925737172,0.09632366186874479,-4.2016102297626485,2.739206758753662,3.270165230083256,3.5038483597911068,3.0259159
p232_061,2.8136112689971924,0.9930301755287756,16.55642268732912,8.539770585181106,3.160748061250766,3.645087968047705,3.6276770565343597,3.7575119
p232_062,2.001044511795044,0.9758456135958886,11.398862941914242,3.7686891656129182,2.7424788956238366,3.616931135540052,2.9789552621908846,3.2106447
p232_063,1.9217593669891357,0.9825317472479744,5.45006601689075,-0.7730925628158051,2.9368697991613844,3.6329999782697815,3.298888175172591,3.1573668
p232_064,1.319584846496582,0.941616450482297,0.9810749726336523,-4.158405002730127,2.2379046783892504,3.2187949534363716,2.340675441462492,2.9301536
p232_065,2.344839096069336,0.9293677081161661,15.25026131373361,4.594134128599159,2.695015166472008,3.372496894097282,3.204291281594706,3.041071
p232_066,2.65962815284729,0.9776150437064002,11.474749107085474,6.488372686081857,2.707914963436212,3.6045873439718883,2.818977806825203,3.3357782
p232_067,2.585092782974243,0.9637814717677013,6.268686201600103,0.6109940643493609,3.0644269226631167,3.5381444882107846,3.660435221811542,3.434593
p232_068,1.988265037536621,0.9541626473653161,1.3372600273343773,-1.2084463369709624,2.831506642379831,3.5405692944883147,3.196192250322489,3.6481118
p232_069,2.319963216781616,0.9782530369015058,16.36631884853863,8.950386589723232,2.957074996429777,3.646272538860943,3.2782481546764886,3.5397398
p232_070,1.9147160053253174,0.9201437939414252,11.274663049493556,4.737265910862731,2.876325355114191,3.618624904504062,3.2080236836864384,3.3447275
p232_071,1.5075619220733643,0.8770686819818587,6.1835865617955035,1.6692153231392843,2.5238638221731353,3.5997873499260624,2.534660535646033,2.6521723
p232_072,1.1554465293884277,0.7466377018686607,0.6783143113546425,-3.115615477485312,1.2904018963000519,1.7135794676812315,1.3364904777883104,2.5980752
p232_073,2.4117839336395264,0.9968238915781665,15.443892685923137,2.245628427857402,3.1483210586825234,3.7514321892050457,3.5386091966167412,3.354756
p232_074,2.2114837169647217,0.9253819835734088,11.242019574117636,1.7874076442200972,3.0133337857375646,3.541598895027818,3.5753808256450257,2.977742
p232_075,1.4840514659881592,0.968444580060792,6.293338040775309,-0.4960178946078009,2.64176245880904,3.5478688830375305,2.8551804410031676,2.9651098
p232_076,1.1936715841293335,0.8267779378444386,0.7838657470383142,-3.4726847220289034,1.1457660103065075,1.2440731021123712,1.1343872052487172,2.5678318
p232_077,3.1680374145507812,0.8996300687339437,15.128668008884388,4.917785242929919,2.9674148424327176,3.2964402185871005,3.9096108710798783,3.3642468
p232_078,3.3228228092193604,0.9978704765709654,11.0355163241946,3.1500354811847364,3.161207009210547,3.539846592378973,3.91760391042512,3.6684709
p232_079,2.7118163108825684,0.9480055700148546,5.881029391787148,1.0036258343800883,3.028709730240398,3.5184054465815393,3.684957361220042,3.6615727
p232_080,1.6250157356262207,0.946344464228549,-0.7386824624294162,-5.4686466048735785,2.3668184581610645,3.0889098658632403,2.9452858644733833,2.5658512
p232_081,2.5223028659820557,0.9366425806815364,15.739660395897833,7.665653322555566,2.9336111709299106,3.5815096183754105,3.374847588485411,3.436246
p232_082,1.467515468597412,0.8422165135138342,10.291256170282772,0.20170890717222614,2.0948151313232892,2.966575631518664,2.158106904220324,2.8648236
p232_083,1.861565351486206,0.8908636869591605,5.444920175666642,0.3913152633703781,2.6818522248268604,3.6265700571411608,2.83436470452083,3.0245056
p232_084,1.2114927768707275,0.8713523172247429,-0.4124800555628954,-4.074388275923112,2.362404322076612,3.4354816389784886,2.496759308774924,2.7806234
p232_085,3.811422824859619,0.9968057818169382,15.825466987858954,7.204615810569596,3.064983231391597,3.4212121343726394,3.8663752096947026,3.5452907
p232_086,3.1036648750305176,0.9783407539801885,10.732637658104107,3.2522083769214487,3.3068012309052803,3.6126675368698535,4.065701358962557,3.8323486
p232_087,3.118739128112793,0.9448500487842634,5.7782784829254705,-0.02793069847603922,3.1857320195590226,3.6122196987980755,3.850878453249502,3.7156732
p232_088,2.125534772872925,0.934407498717881,1.4869174193909427,-1.1840012126177641,2.577519911606631,3.4536846156130827,2.881291975845091,3.236648
p232_089,1.9506490230560303,0.9043755082122076,16.201515989339207,7.185289647480283,2.9197088589224647,3.6765012550500105,3.225073577476891,3.1333678
p232_090,1.8259711265563965,0.965363801630194,11.39613853769099,4.87133237406103,3.012558781542865,3.6819437192879736,3.39777120058431,3.368414
p232_091,1.4926273822784424,0.9176422630392136,5.167299906118876,-0.9032312584589504,1.7200915030518544,2.59982711382897,1.741733905654563,2.7964542
p232_092,1.404977560043335,0.8440558064916298,0.4943445197068436,-3.6866015843182356,2.2899868036583393,3.4235317258630125,2.258938822395699,2.6914282
p232_093,2.292767286300659,0.9226284903528716,16.121148460537988,7.104286096319355,2.9297212137269315,3.7217864387890986,3.2329216694202287,3.209375
p232_094,1.765833854675293,0.9511876458351903,11.459778413508879,4.164579140796009,2.7001154827140104,3.4844860704628005,3.119034301325384,3.1617768
p232_095,1.1099706888198853,0.8879038918110981,7.414764931093946,2.8778563390262595,2.416736528909344,3.5647435535581464,2.4862916820564416,2.5010958
p232_096,1.1435728073120117,0.7890523653001827,0.7003585628906679,-4.42959643046088,2.2186380237425753,3.246542005252171,2.323129509462666,2.3546762
p232_097,2.5781607627868652,0.995719325287917,16.366599565202566,8.037290287253475,3.2857044846223644,3.666987358737583,3.840169793100501,3.741294
p232_098,2.1958236694335938,0.9365375693466846,11.113768008415384,3.9104173744094104,3.3739945958306032,3.6522520133014855,4.066043530357562,3.313658
p232_099,2.97481369972229,0.9860214892558915,6.37731603334508,1.9134302782421395,3.0154357140020207,3.593089391270107,3.466637400721736,3.6065164
p232_100,2.193650245666504,0.8758748431849791,0.2689155910622539,-4.137674073776694,2.3371197739013163,3.1068302069557574,2.9508074806996625,2.6313004
p232_101,2.7772324085235596,0.9929067644328553,15.751272475061434,4.678643992039985,3.1969855561151683,3.722487753120546,3.6464205396638736,3.5345438
p232_102,2.333240032196045,0.9009222805361602,10.72883763028871,2.3868560509403114,3.0596240187734636,3.4496276923212044,3.8663751254404786,3.0608065
p232_103,1.5259461402893066,0.9132592668366136,6.662630074698784,1.749044556439028,2.5064406116900337,3.547837287848009,2.622087304703257,2.8909364
p232_104,1.2909663915634155,0.9255348634556079,1.2634042101125063,-2.149152654912774,2.3128087489561584,3.428485349272903,2.3687287657242395,2.8485858
p232_105,3.5617928504943848,0.9636017887814802,15.400766369000145,5.2398689665491505,3.1257492831489544,3.481863509482616,3.9240272574258803,3.5299575
p232_106,3.352306842803955,0.9842922813049446,11.137896174654767,4.04210302425885,3.1019120790659405,3.606065085739293,3.711342090018447,3.590049
p232_107,2.9592981338500977,0.9647099059045952,6.181419346638448,0.6461083039659641,3.0813721943877335,3.682240336594566,3.5166555761016713,3.4917269
p232_108,1.8628828525543213,0.9200365427385344,0.46672464512171635,-5.103304867919964,2.8098350688791727,3.5202044809373376,3.2507580011858725,2.9373581
p232_109,2.327009439468384,0.973019384535812,16.60167787939463,9.798721848547965,3.2454754029694666,3.745401336617443,3.6369793847255627,3.8867826
p232_110,1.4001508951187134,0.9211394406057695,10.989219364473275,2.558982526854108,2.193480641378728,3.491635788632759,2.0501890041109965,2.7012498
p232_112,1.8285064697265625,0.9033189863475524,5.350815279687352,0.07107588867078679,2.620936673431286,3.428702819001601,2.9775329591336246,2.960218
p232_113,1.2665352821350098,0.6851687562287182,-0.2610376091183395,-4.72011551406574,1.8288555735585201,3.0741104928625953,2.0860894302919717,2.3747501
p232_114,2.2656984329223633,0.9508027352261513,16.83762097445849,9.57937133518748,2.9576138024254384,3.6213208619025443,3.349520994008268,3.0712023
p232_115,2.0761706829071045,0.9436273153177154,11.407169386125899,4.733805880586786,2.9150822609267713,3.659871868761074,3.301914477400744,2.8711433
p232_116,1.6286317110061646,0.9246453908951753,6.006567739479099,-0.9467317638799352,2.8951116656250573,3.506053595216958,3.4064289102423397,3.1499949
p232_117,1.1363517045974731,0.8874433268965398,1.740751124923305,-1.945416183408633,1.51283681294668,2.3559315371442486,1.5781301836122346,2.8688726
p232_118,3.3357765674591064,0.9885982982791143,16.33727151225508,8.213372695699777,3.3828218746814707,3.633893591456695,4.124216915981636,3.8067539
p232_119,2.8777639865875244,0.9407272633179093,11.230324386177347,4.466037490196944,3.0910612734333083,3.4556870071731196,3.8619056067158297,3.7855709
p232_120,2.7018208503723145,0.9143280330782012,4.92721123730695,-1.5946794333528607,2.8264585824844497,3.3396839632387865,3.546803498840493,3.495152
p232_121,1.4193229675292969,0.9612842637768481,1.4774513627469812,0.024726679324115007,2.839446612292503,3.5150979857866567,3.201031884802308,3.4677029
p232_123,2.838648557662964,0.972647801771282,16.686460592808334,9.665916287813985,3.142667989216387,3.644859434082676,3.651933524056355,3.691077
p232_124,2.1148483753204346,0.9089787805862581,10.070070163311973,1.4608529235508645,2.9193618850252654,3.6341304201735394,3.2847525411371556,3.2176998
p232_125,1.7521228790283203,0.8430167518010206,5.357215952175038,-1.4022800523027903,2.7255395022335627,3.5858649551644777,2.9871907082619984,2.899782
p232_126,1.385602593421936,0.8930934043048501,1.0289392658898435,-3.1817945565664187,2.5105048433750494,3.5548242819280333,2.634467676854332,2.9403546
p232_127,3.7155401706695557,0.9950189320087696,15.734614771321962,6.094938857278449,2.833704176091731,3.162418712971254,3.881390963396933,3.5987396
p232_128,2.015474319458008,0.9865206126025325,11.125156816982877,2.6020427741985053,2.7444469419237887,3.4775496074571137,3.1795954829091566,3.1492264
p232_129,2.5091989040374756,0.9806685831231811,6.6361393416630605,5.654736516305778,3.0180727546739528,3.6273869438138293,3.4359238506393126,3.5696137
p232_130,1.6969443559646606,0.9752619875030015,1.2546312040949656,-3.0373055038637466,2.988641567276404,3.6331235528001047,3.394885872177288,3.017294
p232_131,2.332265615463257,0.9759388390701275,16.481017342379328,8.215052589261287,3.183503571847291,3.715215953106546,3.604875844227095,3.7271926
p232_132,1.9779897928237915,0.8522500558021356,10.716449479743616,2.909983035990117,2.6283358425473664,3.5572966467094957,2.9181760810939954,2.6924725
p232_133,1.1882046461105347,0.867265457300915,6.252586042845127,-0.3709730258917787,2.3204702087553777,3.5499870398123012,2.363041024352932,2.7799153
p232_134,1.2249137163162231,0.7727101715751193,0.38272529713880143,-5.0493667074200275,1.488102628142689,2.1624208087819725,1.5286221963874285,2.6556282
p232_135,2.6376795768737793,0.9379796921851475,15.555313321223547,4.478581009769667,2.991406625663888,3.606741227768561,3.5083886162248548,3.817107
p232_136,1.5410295724868774,0.775855454212458,10.070934359618736,-1.4101670761169791,2.1080165592283913,2.803407981031963,2.2150067202466404,3.0561593
p232_137,1.7377796173095703,0.9209269947057764,5.254818974352224,-3.096795199539895,2.6163874813892547,3.3755464233466834,3.0428185659890072,2.9739358
p232_138,1.522308588027954,0.7665076178107358,0.3012939636234727,-3.934859620905282,2.4194074454465606,3.396971330054532,2.566034728495135,2.4585652
p232_139,3.485783338546753,0.9998148794422854,15.987210446392828,6.8078531220101075,3.23497847252759,3.509806499342537,4.06809830569063,3.80804
p232_140,2.829627752304077,0.8578279240201946,10.192325239624083,1.7804085946651236,2.5034765321120482,3.140327806438972,3.185478792063655,3.6898978
p232_141,2.7327208518981934,0.8318053306779034,5.445314153041427,0.8492440023398877,2.8116856248900275,3.382922349077018,3.497656635920559,3.3102968
p232_142,1.9423695802688599,0.9084663102695729,1.7917636998363329,-1.7456423728601917,3.0163875391897332,3.6240205689189695,3.4384735184700963,2.9603384
p232_143,2.6289122104644775,0.9485720172882032,15.264308419358656,3.9244333150882507,2.734391342933283,3.654888702588921,2.9270252199570463,3.0382187
p232_144,2.375983238220215,0.9603896966423979,11.057501319096449,4.318802180879698,2.7766588560517076,3.5375032389039522,3.130706541882908,3.4826164
p232_145,1.6279642581939697,0.852050772006543,6.080420120543079,0.2033116501198388,2.329521519010004,3.362479162815918,2.496675852405278,2.7765064
p232_146,1.882285475730896,0.8610032407986946,0.9472223160314777,-3.124079781869366,2.630312179108799,3.5212661162493175,2.894308063167491,2.7265723
p232_147,3.9618406295776367,0.9885703697588525,16.34153236105522,9.81974183106962,3.1906161537999775,3.5036803114256867,3.981272482015558,3.9027438
p232_148,3.285845994949341,0.999414765526172,11.607681287442698,5.916335847833957,3.1939985188272324,3.5815261633660693,3.8767815043658302,3.6242247
p232_150,3.320862293243408,0.9791216609816018,5.870779229240465,-1.3917174276943354,3.170293224521263,3.5845462736263274,3.8733689311128137,3.4516695
p232_151,1.436660647392273,0.9662765952400079,1.3238300344926066,-3.3931582517473426,2.547903948378643,3.4855375560595694,2.8775052190827837,2.848541
p232_152,1.897156000137329,0.9643011956370726,15.581689733211,3.870959675138337,2.721381875048267,3.545035878108157,3.0596318437288956,3.2779362
p232_153,1.6586642265319824,0.8586832988015526,10.78824397619689,1.8427673162967935,2.4046847250313337,3.583092803719156,2.409654302196682,2.7853172
p232_154,1.262808918952942,0.8817408507873933,6.239278376644984,-1.4370688252701023,2.1170179105048694,3.3966448106071176,2.015335952387694,2.8275914
p232_155,1.1428874731063843,0.7426052032739051,1.1972416237548613,-2.795683681408954,1.8667513829936777,3.1983846223539536,1.8550272988043897,2.5756187
p232_156,2.3464295864105225,0.9073857188743748,15.967564380655212,7.282012047393696,2.5277036056232975,3.403785087527838,2.9123185057931376,3.2075562
p232_158,1.6808841228485107,0.9620674503092667,11.580618807890062,4.9670719279699,2.788975772507823,3.6722351043877395,3.116897668903474,2.8854344
p232_159,1.6671397686004639,0.9746690272218,5.632768335204625,-2.2565050884746327,2.6829255512197143,3.483987218924773,3.1578728148759185,2.6852047
p232_160,1.0863173007965088,0.8035280885428142,2.381559901762601,-1.458271588681161,1.31555823284138,1.8509754850709335,1.3109871401189606,2.6536064
p232_161,3.398989200592041,0.9883927971282476,16.363806556903345,8.584620059544465,3.0957716402756543,3.5669091586047625,3.6639645156131726,3.7459698
p232_162,1.497721552848816,0.9409939788040312,10.202217389330997,0.7926698887914284,3.0145043634610396,3.4232977051302753,3.8243712873461604,3.9117262
p232_163,2.7952029705047607,0.9466416521008449,6.00778344032425,0.7962229625576095,3.084215137949493,3.5471734305379243,3.751890565439625,3.2789721
p232_164,1.8299825191497803,0.9083305824352929,1.2108516338854491,-2.752393800131783,2.7910160750390354,3.41828327201199,3.340744774318154,2.787755
p232_165,2.35332989692688,0.9699149388454068,15.446685275536103,3.9869204122490167,2.698229624835426,3.541603794608027,2.9986428503075673,2.8989592
p232_167,2.758087158203125,0.994602633510561,11.313248874597866,4.800358576918062,3.050011728532417,3.606914878359785,3.5644716241534997,3.9451785
p232_169,1.7104099988937378,0.9789357206296134,6.598182386616126,1.9565579501141572,2.996683636315362,3.6485175076896432,3.423696509945127,3.3186593
p232_170,1.2871119976043701,0.7198404670386996,0.6341997787580999,-3.4147578750456757,2.447483281713813,3.5710705967582697,2.451694419067915,2.6859968
p232_171,2.8190369606018066,0.966539374976434,15.765639581565862,5.233825873181813,3.1294789186558822,3.586446791151126,3.7526568458143417,3.6068835
p232_172,3.7877609729766846,0.9802332345882526,10.866586226149707,4.06135047287166,2.875997674126577,3.3433310988660945,3.631297706338057,3.578344
p232_173,2.1294617652893066,0.9133088665566517,5.953796465034551,-1.672556797576872,2.795547109400649,3.5238656790999463,3.281146255342781,3.1611114
p232_174,1.5645976066589355,0.8858890051463367,0.9472431761723741,-4.009964152817755,2.516000723333865,3.513500864188987,2.671368849257464,2.7239814
p232_175,2.382246971130371,0.9903111791904503,16.54191134958209,8.92286214411346,3.155082768375555,3.6469300043435093,3.655162845763266,3.5635738
p232_176,1.4629732370376587,0.9242354679370015,11.46639562694779,3.2144156954417586,2.8225174331717398,3.642956360823518,3.1056199011079064,3.0010886
p232_177,1.3360865116119385,0.7924439838054068,5.434987911143536,-3.0668655593800023,1.9058148165822302,3.0012174320493483,1.9302685943409152,2.355522
p232_178,1.2454215288162231,0.7849133551068458,0.8880725034195316,-3.3988922215863915,2.1878621289439506,3.3167600948039664,2.2728107486163274,2.7484703
p232_179,2.026676893234253,0.9702664313705983,16.640298515617022,7.856460764237232,2.9674325353221547,3.589430206768588,3.3934096912650817,3.4635901
p232_180,2.088280439376831,0.972244069422184,11.486414531382847,3.682890449246796,2.8741018983509985,3.664503259369617,3.153096186944373,3.432916
p232_181,1.7443060874938965,0.9755281989182347,5.737494537369665,-1.8808853832990744,2.735803186377036,3.7043002688911555,2.8341614337221044,2.9278579
p232_182,1.2994229793548584,0.9171561929741208,1.3444398856625885,-3.527099540340696,1.7036402602331682,2.6115894384550598,1.6711598070040201,3.0190578
p232_183,3.0590248107910156,0.9662260574487253,14.921805659816076,3.7917571397989716,3.0283362314816564,3.3513115320422147,3.926548520050868,3.5351331
p232_184,2.6584911346435547,0.9808937730248765,10.919141399807327,4.4169009557141585,3.0965714833446953,3.6322409581372974,3.6132677885237006,3.3387072
p232_185,2.368661403656006,0.9959346026110195,6.333563456103786,1.2704688508007458,2.8345221030645305,3.5612254848683182,3.2231074988536985,3.8287296
p232_186,1.3944342136383057,0.8638849874029008,0.20637459715725676,-4.585332016479172,2.5552395483663344,3.412283905105088,2.786314544437753,2.6555367
p232_187,2.193598985671997,0.744966430706921,14.92652724520063,3.106219836166191,2.547778622344865,3.5337026094366077,2.7210061418837967,3.0451818
p232_188,2.3830113410949707,0.9157730708965687,11.244740720750194,3.8199768566501557,2.792041395906562,3.555291666204474,3.175810050286957,3.348616
p232_189,1.691405177116394,0.8585942209666447,6.100539411612375,0.43939105155971747,2.642314130694368,3.6052189073383447,2.80272699870816,2.9938068
p232_190,1.4836223125457764,0.9693250977724573,0.7116718294890882,-3.9506461960933383,1.903803379605322,2.782262217520408,1.9923119118911572,2.6208253
p232_191,3.2086756229400635,0.9592288922027254,15.598302268038811,3.2573079080680096,3.1028011684332477,3.4840350577192485,3.835933787358364,3.4947166
p232_193,2.3988451957702637,0.9649756430679388,10.986335311830874,2.8490012117563914,2.7728572056327625,3.627797838284482,3.108890865457347,3.423981
p232_194,2.1244542598724365,0.9747668450345757,6.6425472548479725,1.207905051074415,2.8723965251588597,3.570960507223457,3.2929020753364107,3.493762
p232_195,2.649857521057129,0.9558840574622184,1.04287704960279,-2.1622741975361013,2.811784564159204,3.4893813103168,3.256283998424923,3.199201
p232_196,2.2953147888183594,0.9847947053361296,15.185326081305274,4.7997728265566195,2.7332098176664665,3.485419061511632,3.161236668912015,3.3615165
p232_197,2.229130744934082,0.9659222384134328,11.379404753498727,5.5280168028957295,2.8103471270090616,3.653631603861688,3.0625025308911913,3.5204165
p232_198,1.4440600872039795,0.9571046199276351,5.5687213060525576,-2.5609541994284846,2.450726974699061,3.5032745882699508,2.5281744332597946,3.092254
p232_199,1.1712223291397095,0.8481126266729763,1.2010163592603254,-3.8702530666269035,2.088738520849998,3.3020890762002675,2.1599170293018752,2.7096143
p232_200,2.53930401802063,0.9846558929665181,16.364615433779917,7.60477890800596,2.961255393631955,3.5014631770591578,3.4961047970167023,3.4402757
p232_201,2.2066872119903564,0.9872912580794019,11.415913652086962,3.270811993446859,2.7639934133387314,3.5248678810996967,3.1838142763600756,2.9571881
p232_202,1.5600721836090088,0.9042268078908619,7.018155159544249,1.2783818935193048,2.7866239170892406,3.676854040560983,2.9448855505889817,3.1473544
p232_203,1.1096094846725464,0.843446321610716,1.5879371362018289,-3.4297037702777047,1.5002220796491306,2.40209571090017,1.4242450403838998,2.52149
p232_204,3.709590435028076,0.999666192058056,16.53274153258331,8.52787597947821,3.196118528290429,3.502495000722403,4.012466222356318,3.8411112
p232_205,3.6607213020324707,0.976512680166272,10.59701840407984,3.130463276716213,3.049675409584462,3.4157629954990334,3.8880107655699314,3.593586
p232_206,2.6609911918640137,0.9572662973354096,6.32716791996841,0.5192163621521829,2.8867965067896066,3.3170499639810394,3.716391375719594,3.188338
